onset	duration	trial_type
68.89526171483158	0	Occlusion_Start
369.1121853265795	0	Occlusion_End
633.1794434708427	0	Warmup_Start
734.4972356190992	0	Warmup_End
747.2125686649815	0	Start_MVC_Pre_1
750.5213350708364	0	Onset_Force
756.2461415962462	0	Stop_Force
763.1570804438379	0	Rest_MVC
826.3810353163572	0	Start_MVC_Pre_2
829.691050650028	0	Onset_Force
835.4122626953613	0	Stop_Force
842.7026535956102	0	Rest_MVC
904.5081475705811	0	Start_MVC_Pre_3
907.8166046695551	0	Onset_Force
913.5411121882935	0	Stop_Force
919.24214278406	0	CMV_Val_328
919.2943306466041	0	Long_Break_Start
1099.8740903290309	0	Long_Break_End
1107.8077957597125	0	Start_Block_60
1111.0660759409366	0	Contraction_60_Rep1
1121.7008903413516	0	Rest
1155.4121082901402	0	Contraction_60_Rep2
1166.0525443157676	0	Rest
1199.7684741695266	0	Contraction_60_Rep3
1210.4092263021885	0	Rest
1244.1168978719943	0	Contraction_60_Rep4
1254.7535806140222	0	Rest
1288.4652941738605	0	Contraction_60_Rep5
1299.10596990482	0	Rest
1299.1570995437942	0	End_Block_60
1481.8717216822697	0	Start_Block_40
1485.1321912122658	0	Contraction_40_Rep1
1495.7660365910706	0	Rest
1529.4705166897766	0	Contraction_40_Rep2
1540.1059714044532	0	Rest
1573.825005727369	0	Contraction_40_Rep3
1584.4641776248318	0	Rest
1618.1785201432212	0	Contraction_40_Rep4
1628.8173395328486	0	Rest
1662.5298743109743	0	Contraction_40_Rep5
1673.168979406968	0	Rest
1673.220186147635	0	End_Block_40
1854.915073870594	0	Start_Block_20
1858.1728342402348	0	Contraction_20_Rep1
1868.8132638657116	0	Rest
1902.5251991304976	0	Contraction_20_Rep2
1913.1661897684826	0	Rest
1946.8757987814315	0	Contraction_20_Rep3
1957.515833198122	0	Rest
1991.2284035770426	0	Contraction_20_Rep4
2001.8642258999025	0	Rest
2035.5733904029476	0	Contraction_20_Rep5
2046.2141595360008	0	Rest
2046.2654668789182	0	End_Block_20
2046.3175253385707	0	Rest_Before_PostMVC
2233.6277001472627	0	Start_MVC_Post
2239.4010768546286	0	Stop_MVC_Post
