onset	duration	trial_type
83.73399148283715	0	Occlusion_Start
383.91893822771453	0	Occlusion_End
554.1641841550772	0	Warmup_Start
634.9346479948326	0	Warmup_End
655.1865922286706	0	Start_MVC_Pre_1
658.4962181042829	0	Onset_Force
664.2169876352018	0	Stop_Force
668.6799899705402	0	Rest_MVC
733.3840463566194	0	Start_MVC_Pre_2
736.6937099297247	0	Onset_Force
742.4167169135362	0	Stop_Force
746.630520834955	0	Rest_MVC
813.9860211754167	0	Start_MVC_Pre_3
817.2963984016278	0	Onset_Force
823.0168498534658	0	Stop_Force
826.592234854139	0	CMV_Val_301
826.6450788793336	0	Long_Break_Start
1007.2240130151804	0	Long_Break_End
1026.5598880850775	0	Start_Block_40
1029.8167549299142	0	Contraction_40_Rep1
1040.4529922442925	0	Rest
1074.1646122374405	0	Contraction_40_Rep2
1084.8015386065417	0	Rest
1118.5177917950386	0	Contraction_40_Rep3
1129.1543616875606	0	Rest
1162.8662416635962	0	Contraction_40_Rep4
1173.503297824198	0	Rest
1207.208573034517	0	Contraction_40_Rep5
1217.8479016456586	0	Rest
1217.8995711481148	0	End_Block_40
1406.5129490792933	0	Start_Block_20
1409.7705932729477	0	Contraction_20_Rep1
1420.4057418589546	0	Rest
1454.115012106562	0	Contraction_20_Rep2
1464.7556349326223	0	Rest
1498.4679291814282	0	Contraction_20_Rep3
1509.1026536953468	0	Rest
1542.8079706028984	0	Contraction_20_Rep4
1553.4435028637126	0	Rest
1587.1508602370923	0	Contraction_20_Rep5
1597.7873491349928	0	Rest
1597.8390207372904	0	End_Block_20
1789.3200258077304	0	Start_Block_60
1792.5795110803047	0	Contraction_60_Rep1
1803.2128065881734	0	Rest
1836.9218833485684	0	Contraction_60_Rep2
1847.5583952448978	0	Rest
1881.266524867522	0	Contraction_60_Rep3
1891.9065146352114	0	Rest
1925.6150699298196	0	Contraction_60_Rep4
1936.2530455299602	0	Rest
1969.9611474544108	0	Contraction_60_Rep5
1980.595101918927	0	Rest
1980.6462620549319	0	End_Block_60
1980.6983796279128	0	Rest_Before_PostMVC
2185.3674118198287	0	Start_MVC_Post
2191.139438680333	0	Stop_MVC_Post
