onset	duration	trial_type
158.96930341508414	0	Occlusion_Start
459.21595355443424	0	Occlusion_End
692.4007298058277	0	Warmup_Start
955.8384583770967	0	Warmup_End
982.0185822085186	0	Start_MVC_Pre_1
985.3272434066457	0	Onset_Force
991.0489351240394	0	Stop_Force
1002.8464903407148	0	Rest_MVC
1066.2822347550973	0	Start_MVC_Pre_2
1069.592451887409	0	Onset_Force
1075.3141019038885	0	Stop_Force
1080.8873894605204	0	Rest_MVC
1156.5559313547565	0	Start_MVC_Pre_3
1159.8635176292591	0	Onset_Force
1165.5838179160783	0	Stop_Force
1172.1013461196417	0	CMV_Val_211
1172.153714170272	0	Long_Break_Start
1352.747420387197	0	Long_Break_End
1376.8387639237917	0	Start_Block_40
1380.0974868246703	0	Contraction_40_Rep1
1390.7380515198747	0	Rest
1424.4436185008235	0	Contraction_40_Rep2
1435.0801907082932	0	Rest
1468.7887697554252	0	Contraction_40_Rep3
1479.430818683235	0	Rest
1513.138759216352	0	Contraction_40_Rep4
1523.775369824667	0	Rest
1557.4925702612236	0	Contraction_40_Rep5
1568.1361587228603	0	Rest
1568.1871351429145	0	End_Block_40
1754.7313522048498	0	Start_Block_20
1757.9891722858883	0	Contraction_20_Rep1
1768.6276711356913	0	Rest
1802.3406575796835	0	Contraction_20_Rep2
1812.979756142653	0	Rest
1846.6897171201708	0	Contraction_20_Rep3
1857.3284367748129	0	Rest
1891.0462662251957	0	Contraction_20_Rep4
1901.6853260873322	0	Rest
1935.3952766645962	0	Contraction_20_Rep5
1946.031823171521	0	Rest
1946.0845582302136	0	End_Block_20
2131.6611902323057	0	Start_Block_60
2134.918995213011	0	Contraction_60_Rep1
2145.558156077357	0	Rest
2179.276391836669	0	Contraction_60_Rep2
2189.912689838122	0	Rest
2223.626682504211	0	Contraction_60_Rep3
2234.2699728592997	0	Rest
2267.978072595899	0	Contraction_60_Rep4
2278.617777472202	0	Rest
2312.333646079511	0	Contraction_60_Rep5
2322.97083720057	0	Rest
2323.0225638371194	0	End_Block_60
2323.07443557684	0	Rest_Before_PostMVC
2517.605952036247	0	Start_MVC_Post
2523.3789459808613	0	Stop_MVC_Post
